text,label,type
"You look amazing in this photo!""",Not-Bullying ,
"""Congratulations on your achievement! Well done!""",Not-Bullying ,
"""Sending you lots of love and positive vibes ",Not-Bullying ,
"""Your smile brightened my day. ",Not-Bullying ,
"""I'm so proud of you and all that you've accomplished.""",Not-Bullying ,
"Beautiful bowdi,r osthir hot dance",Bullying ,Sexual
"Dream big, achieve bigger.""",Not-Bullying ,
"""Keep dreaming and keep doing.""",Not-Bullying ,
"""Laughter is the best medicine.""",Not-Bullying ,
"""Adventure is calling, will you answer?""",Not-Bullying ,
"""Family and friends make life rich.""",Not-Bullying ,
"""Kindness costs nothing.""",Not-Bullying ,
"""Dessert before dinner is a must!""",Not-Bullying ,
"""A good book can change your world.""",Not-Bullying ,
"""Failure is a stepping stone to success.""",Not-Bullying ,
"""Believe in yourself, always.""",Not-Bullying ,
"""Success is a journey, not a destination.""",Not-Bullying ,
"""Weekends are made for relaxation.""",Not-Bullying ,
"""Surround yourself with positive vibes.""",Not-Bullying ,
"""Traveling opens your mind.""",Not-Bullying ,
"""Cheers to the weekend!""",Not-Bullying ,
Believe in the power of your dreams.,Not-Bullying,
Strength lies in our differences.,Not-Bullying,
A kind heart is a beautiful soul.,Not-Bullying,
England er sexism country ,Bullying ,Ethnicity 
Srilanka dewlia,Bullying ,Ethnicity 
"Embrace the beauty of change.""",Not-Bullying,
Success is built on persistence.,Not-Bullying,
"Every ending is a new beginning.""",Not-Bullying,
Success is measured by personal growth.,Not-Bullying,
Adventure is calling.,Not-Bullying,
Life is an open book.,Not-Bullying,
The beauty of a new day.,Not-Bullying,
Kindness is contagious.,Not-Bullying,
Celebrating the art of storytelling.,Not-Bullying,
Finding beauty in imperfections.,Not-Bullying,
The journey of self-discovery.,Not-Bullying,
Empathy connects us all.,Not-Bullying,
Inspiration is all around us.,Not-Bullying,
Perseverance leads to success.,Not-Bullying ,
Other verbal or physical harassment of a sexual nature.,Not-Bullying ,
Actual or attempted rape or sexual assault.,Bullying ,Sexual
Unwanted pressure for sexual favors.,Bullying ,Sexual
"Unwanted deliberate touching, leaning over, cornering, or pinching.",Bullying ,Sexual
Unwanted sexual looks or gestures.,Bullying ,Sexual
"Unwanted letters, telephone calls, or materials of a sexual nature.",Bullying ,Sexual
Unwanted pressure for dates.,Bullying ,Sexual
Friendship is a priceless gift.,Not-Bullying,
Respect and kindness go hand in hand.,Not-Bullying,
Dreams don't have deadlines.,Not-Bullying,
The power of a sincere compliment.,Not-Bullying,
Cherish the beauty of nature.,Not-Bullying,
Striving for balance in life.,Not-Bullying,
Every day is a chance to learn something new.,Not-Bullying,
"Believe in yourself, always.",Not-Bullying,
"Your resilience in the face of challenges is truly remarkable.""",Not-Bullying,
"""Your optimism is a powerful force that can overcome any adversity.""",Not-Bullying,
"""You have a unique ability to bring people together and create a sense of unity.""",Not-Bullying,
"""Your creativity knows no bounds, and it's a joy to witness.""",Not-Bullying,
"""Your passion for life is infectious, and it's impossible not to be drawn to it.""",Not-Bullying,
"""You are a shining example of what it means to live a meaningful and fulfilling life.""",Not-Bullying,
"Basking in the warmth of the sun.""",Not-Bullying,
Seeking inspiration in the world around me.,Not-Bullying,
Celebrating the beauty of diversity.,Not-Bullying,
A smile can brighten anyone's day.,Not-Bullying,
Love and kindness are never wasted.,Not-Bullying,
Happiness is a choice we make.,Not-Bullying,
The world is full of wonders.,Not-Bullying,
In pursuit of dreams and aspirations.,Not-Bullying,
"Building bridges, not walls.",Not-Bullying,
"Your positive attitude is like a magnet for good things.""",Not-Bullying,
"""Your presence has the power to uplift and energize everyone around you.""",Not-Bullying,
"""You have a way of turning challenges into stepping stones towards success.""",Not-Bullying,
"""Your determination is the fuel that propels you toward your goals.""",Not-Bullying,
"""Your kindness and generosity have a ripple effect, making the world a better place.""",Not-Bullying,
"""Your laughter is infectious and can turn any moment into a joyful one.""",Not-Bullying,
"""You have the ability to see beauty in the smallest of things.""",Not-Bullying,
"""Your inner strength is a beacon of hope during tough times.""",Not-Bullying,
"""You are a constant source of inspiration, reminding us to reach for our dreams.""",Not-Bullying,
"""Your zest for life is an inspiration for us all to live more fully.""",Not-Bullying,
I hope these additional positive sentences bring even more warmth and inspiration to your day!,Not-Bullying,
"Your determination and persistence make you unstoppable.""",Not-Bullying,
"""Your words have the power to uplift and motivate others.""",Not-Bullying,
"""You have a heart of gold, and it shines through in everything you do.""",Not-Bullying,
"""Your positive outlook on life is contagious and spreads to those around you.""",Not-Bullying,
"""You are a source of strength and support for those who know you.""",Not-Bullying,
"""Your enthusiasm for life is truly infectious and inspiring.""",Not-Bullying,
"""Your creativity knows no bounds, and it's a joy to witness your ideas come to life.""",Not-Bullying,
"""Your kindness and compassion make the world a better place.""",Not-Bullying,
"""You have a bright future ahead, filled with endless opportunities.""",Not-Bullying,
"""Your resilience in the face of adversity is truly admirable.""",Not-Bullying,
I hope these additional positive sentences continue to uplift and inspire you!,Not-Bullying,
"Life is too short for regrets.""",Not-Bullying,
Savoring the flavors of life.,Not-Bullying,
Finding strength in vulnerability.,Not-Bullying,
Life's challenges make us stronger.,Not-Bullying,
Creating memories that last a lifetime.,Not-Bullying,
Treasure every moment with loved ones.,Not-Bullying,
Authenticity is magnetic.,Not-Bullying,
"Gosh, its been getting so hot. Hold on, let me take my clothes off",Bullying,Sexual
 Do you have any idea how bad I want you right now?,Bullying,Sexual
I dont usually say this out loud but you âre just so sexy,Bullying,Sexual
 âDo you think I have panties on right now ?,Bullying,Sexual
What are you doing after work? I need some of you ASAP,Bullying,Sexual
Did you know that you smell good enough for me to practically devour you ?,Bullying,Sexual
Hungry for tonight?,Bullying,Sexual
"I cant stop thinking about what you did to me last night, and how utterly good it made me feel.",Bullying,Sexual
 I need your body next to me tonight. Get here soon!,Bullying,Sexual
"I can only think of one thing right now, and its you and me, together, on my bed",Bullying,Sexual
"I cant possibly imagine sharing you with anyone, for you are so freaking hot!",Bullying,Sexual
Hope is a powerful motivator.,Not-Bullying,
"Dream big, work hard, stay focused.",Not-Bullying,
The power of a positive attitude.,Not-Bullying,
Resilience in the face of adversity.,Not-Bullying,
Small acts of kindness can change the world.,Not-Bullying,
The best way to predict the future is to create it.,Not-Bullying,
Every ending is a new beginning.,Not-Bullying,
"Unwanted sexual teasing, jokes, remarks, or questions.",Bullying ,Sexual
"Referring to an adult as a girl, hunk, doll, babe, or honey.",Bullying ,Sexual
Whistling at someone.,Bullying ,Sexual
Sexual comments.,Bullying ,Sexual
Turning work discussions to sexual topics.,Bullying ,Sexual
Sexual innuendos or stories.,Bullying ,Sexual
"Asking about sexual fantasies, preferences, or history.",Bullying ,Sexual
Personal questions about social or sexual life.,Bullying ,Sexual
"Sexual comments about a person's clothing, anatomy, or looks.",Bullying ,Sexual
You have a unique and captivating style. I'm hooked!,Not-Bullying,
The world needs more content like this. Thanks for making it.,Not-Bullying,
"Kissing sounds, howling, and smacking lips.",Bullying ,Sexual
Telling lies or spreading rumors about a person's personal sex life.,Bullying ,Sexual
Neck massage.,Bullying ,Sexual
"Touching an employee's clothing, hair, or body.",Bullying ,Sexual
Giving personal gifts.,Bullying ,Sexual
Hanging around a person.,Bullying ,Sexual
"Hugging, kissing, patting, or stroking.",Bullying ,Sexual
"As a Bangladeshi, I'm proud to see our country's beauty celebrated like this!",Not-Bullying,
"""I'm hooked on your videos!""",Not-Bullying,
"""This is pure gold.""",Not-Bullying,
"""You've got that 'it' factor.""",Not-Bullying,
"""You're a trendsetter.""",Not-Bullying,
"""This is viral material.""",Not-Bullying,
"""You're a TikTok genius!""",Not-Bullying,
"""This is legendary!""",Not-Bullying,
"""You're making TikTok history.""",Not-Bullying,
"""This is what TikTok dreams are made of.""",Not-Bullying,
"""You're a TikTok prodigy.""",Not-Bullying,
"""This is pure talent.""",Not-Bullying,
"""You're the TikTok MVP!""",Not-Bullying,
"""This is the content I signed up for.""",Not-Bullying,
"""You're a TikTok icon.""",Not-Bullying,
"""This video is unforgettable.""",Not-Bullying,
"""You're a TikTok pioneer.""",Not-Bullying,
Your storytelling is captivating. I feel like I'm right there in Bangladesh with you.,Not-Bullying,
Thanks for sharing the flavors of Bangladesh through your cooking videos.,Not-Bullying,
"Bangladesh's nature is breathtaking, and your videos captureThis reminds me of my trip to Bangladesh. Such a wonderful place.",Not-Bullying,
you are a luicha,Bullying,Vocational 
You're a natural model.,Not-Bullying,
This deserves to go viral!,Not-Bullying,
You're a sunshine on my feed!,Not-Bullying,
You're a true artist with that camera!,Not-Bullying,
This pic is good,Not-Bullying,
Your feed is goals!,Not-Bullying,
I can't get enough of your posts!,Not-Bullying,
Beautiful shot! ,Not-Bullying,
You always find the best spots!,Not-Bullying,
Your style is on point!,Not-Bullying,
I'm so inspired by your photos.,Not-Bullying,
This shot is perfection.,Not-Bullying,
Your smile brightened my day!,Not-Bullying,
Captivating!,Not-Bullying,
Touching or rubbing oneself sexually around another person.,Bullying ,Sexual
Standing close or brushing up against a person.,Bullying ,Sexual
Looking a person up and down (elevator eyes).,Bullying ,Sexual
Staring at someone.,Bullying ,Sexual
Sexually suggestive signals.,Bullying ,Sexual
"Facial expressions, winking, throwing kisses, or licking lips.",Bullying ,Sexual
